borrower_id,income_now,credit_limit_now,balance_now,utilization_now,credit_score_now,age_now,late_streak_now,days_late_now,utilization_trend_3m,credit_score_trend_3m,is_late_trend_3m,late_count_9m,max_days_late_9m,utilization_volatility,dti_proxy,headroom,defaulted,risk_score,risk_tier,top_reasons
661,25572.92,17229.86,4564.01,0.2649,565,40,0,0,-0.0121999999999999,4.333333333333371,0.0,0,0,0.0069419817855646,2.14164514550158,0.7351,0,0.00794070202954877,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -2.3982, ""feature_value"": -0.0122}, {""feature"": ""credit_limit_now"", ""shap_value"": 0.7384, ""feature_value"": 17229.86}, {""feature"": ""dti_proxy"", ""shap_value"": -0.3078, ""feature_value"": 2.1416}]"
662,49605.56,6316.1,2116.56,0.3351,637,34,0,0,-0.0044333333333333,4.333333333333371,0.0,0,0,0.0091620746073752,0.5120135725482353,0.6649,1,0.7723843801257044,High,"[{""feature"": ""credit_score_now"", ""shap_value"": 0.8567, ""feature_value"": 637.0}, {""feature"": ""utilization_trend_3m"", ""shap_value"": 0.5795, ""feature_value"": -0.0044}, {""feature"": ""age_now"", ""shap_value"": 0.5768, ""feature_value"": 34.0}]"
663,94070.02,2919.48,682.28,0.2337,649,38,0,0,-0.0140333333333333,0.3333333333333712,-0.3333333333333333,2,36,0.0096917490681507,0.0870347428325792,0.7663,0,0.00013439043199806194,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -2.1925, ""feature_value"": -0.014}, {""feature"": ""income_now"", ""shap_value"": -1.4102, ""feature_value"": 94070.02}, {""feature"": ""credit_limit_now"", ""shap_value"": -0.3519, ""feature_value"": 2919.48}]"
664,67524.49,500.0,102.4,0.2048,680,21,0,0,-0.0088333333333333,-3.0,0.0,0,0,0.0083715954937581,0.0181978419945359,0.7952,0,0.00034016174029010847,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -2.413, ""feature_value"": -0.0088}, {""feature"": ""balance_now"", ""shap_value"": -1.1423, ""feature_value"": 102.4}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.526, ""feature_value"": 0.0084}]"
665,25288.55,10248.94,2058.65,0.2009,647,51,0,0,0.0279666666666666,-0.6666666666667425,0.0,0,0,0.024428711477367,0.976876886507035,0.7991,0,0.25251674895219733,Watch,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": 1.9155, ""feature_value"": 0.028}, {""feature"": ""utilization_volatility"", ""shap_value"": 1.687, ""feature_value"": 0.0244}, {""feature"": ""age_now"", ""shap_value"": -0.6368, ""feature_value"": 51.0}]"
666,70617.26,18809.48,4929.16,0.2621,765,36,0,0,0.0068666666666666,4.333333333333371,0.0,0,0,0.0077739951119099,0.8376127874396238,0.7379,0,0.02498827645072134,Low,"[{""feature"": ""credit_score_now"", ""shap_value"": -0.747, ""feature_value"": 765.0}, {""feature"": ""credit_limit_now"", ""shap_value"": 0.5108, ""feature_value"": 18809.48}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.3805, ""feature_value"": 0.0078}]"
667,64752.37,8232.29,1398.88,0.1699,686,21,0,0,0.0089999999999999,-7.333333333333371,0.0,0,0,0.0059856077385675,0.2592424029713366,0.8301000000000001,0,0.00282313251710309,Low,"[{""feature"": ""credit_score_trend_3m"", ""shap_value"": -0.6867, ""feature_value"": -7.3333}, {""feature"": ""utilization_trend_3m"", ""shap_value"": -0.451, ""feature_value"": 0.009}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.362, ""feature_value"": 0.006}]"
668,88435.33,11201.55,1470.45,0.1313,530,42,0,0,-0.0089666666666666,0.3333333333332575,0.0,0,0,0.0071111024305502,0.1995288534300223,0.8687,0,0.0009292457985655266,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -2.2634, ""feature_value"": -0.009}, {""feature"": ""income_now"", ""shap_value"": -0.7466, ""feature_value"": 88435.33}, {""feature"": ""credit_score_now"", ""shap_value"": -0.3677, ""feature_value"": 530.0}]"
669,55471.81,10611.73,2874.94,0.2709,715,38,0,0,0.0073666666666666,-1.0,-0.3333333333333333,1,47,0.0077036968037718,0.6219245413577978,0.7291000000000001,0,0.007875774944720372,Low,"[{""feature"": ""max_days_late_9m"", ""shap_value"": -0.6286, ""feature_value"": 47.0}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.5314, ""feature_value"": 0.0077}, {""feature"": ""age_now"", ""shap_value"": 0.2924, ""feature_value"": 38.0}]"
670,59539.61,12365.15,1749.9,0.1415,685,33,0,0,0.0020333333333333,8.333333333333371,0.0,0,0,0.0023752777615353,0.3526862200771514,0.8585,0,0.010026486848929783,Low,"[{""feature"": ""credit_score_trend_3m"", ""shap_value"": -0.7186, ""feature_value"": 8.3333}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.4265, ""feature_value"": 0.0024}, {""feature"": ""credit_limit_now"", ""shap_value"": -0.3208, ""feature_value"": 12365.15}]"
671,96441.22,4046.08,526.56,0.1301,764,55,0,0,0.0002333333333333,5.0,0.0,0,0,0.0020855321729583,0.065518872523738,0.8699,0,0.00047786832393961537,Low,"[{""feature"": ""income_now"", ""shap_value"": -1.7619, ""feature_value"": 96441.22}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.5218, ""feature_value"": 0.0021}, {""feature"": ""age_now"", ""shap_value"": -0.4037, ""feature_value"": 55.0}]"
672,63193.94,7674.63,1133.44,0.1477,688,26,0,0,0.0010333333333333,0.0,0.0,0,0,0.0046858830544519,0.2152307641748121,0.8523000000000001,0,0.021579447820446532,Low,"[{""feature"": ""utilization_volatility"", ""shap_value"": -0.6247, ""feature_value"": 0.0047}, {""feature"": ""income_now"", ""shap_value"": -0.4178, ""feature_value"": 63193.94}, {""feature"": ""balance_now"", ""shap_value"": 0.2864, ""feature_value"": 1133.44}]"
673,137554.19,8971.45,1336.57,0.149,640,44,0,0,0.0024666666666666,-1.3333333333333712,0.0,0,0,0.0041478240614139,0.1166001558992917,0.851,0,0.003808651665788119,Low,"[{""feature"": ""income_now"", ""shap_value"": -1.4545, ""feature_value"": 137554.19}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.7125, ""feature_value"": 0.0041}, {""feature"": ""utilization_trend_3m"", ""shap_value"": -0.2806, ""feature_value"": 0.0025}]"
674,37396.19,2848.79,431.64,0.1515,560,44,0,0,3.333333333332966e-05,-6.666666666666629,0.3333333333333333,2,50,0.0042367768147233,0.1385082276653825,0.8485,0,0.01133481432588229,Low,"[{""feature"": ""balance_now"", ""shap_value"": -1.1143, ""feature_value"": 431.64}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.5702, ""feature_value"": 0.0042}, {""feature"": ""dti_proxy"", ""shap_value"": 0.5158, ""feature_value"": 0.1385}]"
675,32763.89,11491.88,3754.02,0.3267,700,30,0,0,0.0220999999999999,-4.3333333333332575,0.0,0,0,0.0218240947374939,1.3749356374807988,0.6733,0,0.27570895298874093,Watch,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": 1.3084, ""feature_value"": 0.0221}, {""feature"": ""dti_proxy"", ""shap_value"": 0.5828, ""feature_value"": 1.3749}, {""feature"": ""utilization_volatility"", ""shap_value"": 0.3749, ""feature_value"": 0.0218}]"
676,77469.42,9572.27,1920.83,0.2007,596,63,0,0,0.0273333333333333,2.3333333333333712,0.0,0,0,0.0263945280524413,0.2975362407054236,0.7993,1,0.9335717859584081,High,"[{""feature"": ""utilization_volatility"", ""shap_value"": 2.7106, ""feature_value"": 0.0264}, {""feature"": ""utilization_trend_3m"", ""shap_value"": 2.202, ""feature_value"": 0.0273}, {""feature"": ""age_now"", ""shap_value"": 0.3885, ""feature_value"": 63.0}]"
677,136478.07,995.68,176.9,0.1777,693,54,0,0,-0.0097,2.333333333333257,0.0,0,0,0.0069481012594169,0.0155541472693257,0.8223,0,0.00040317803867067833,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -2.1127, ""feature_value"": -0.0097}, {""feature"": ""balance_now"", ""shap_value"": -0.9044, ""feature_value"": 176.9}, {""feature"": ""income_now"", ""shap_value"": -0.4889, ""feature_value"": 136478.07}]"
678,43573.2,3044.6,822.68,0.2702,560,60,0,0,-0.0013,5.666666666666629,0.0,0,0,0.0024038741878707,0.2265649527067376,0.7298,1,0.9551935464710168,High,"[{""feature"": ""balance_now"", ""shap_value"": 1.4255, ""feature_value"": 822.68}, {""feature"": ""age_now"", ""shap_value"": 1.2815, ""feature_value"": 60.0}, {""feature"": ""credit_score_now"", ""shap_value"": 0.7234, ""feature_value"": 560.0}]"
679,13237.56,12829.34,2847.98,0.222,692,24,0,0,-0.0096,4.333333333333371,0.3333333333333333,1,54,0.0064573171243516,2.581726539409021,0.778,0,0.005390075463850301,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -2.8048, ""feature_value"": -0.0096}, {""feature"": ""income_now"", ""shap_value"": 1.0985, ""feature_value"": 13237.56}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.2118, ""feature_value"": 0.0065}]"
680,33038.7,500.0,74.63,0.1493,634,31,0,0,-0.0012666666666666,-4.0,0.0,0,0,0.0031102429344202,0.0271063934015177,0.8507,0,0.0038713669229497117,Low,"[{""feature"": ""balance_now"", ""shap_value"": -1.7617, ""feature_value"": 74.63}, {""feature"": ""dti_proxy"", ""shap_value"": -0.9257, ""feature_value"": 0.0271}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.4266, ""feature_value"": 0.0031}]"
681,74239.56,5535.54,1446.24,0.2613,722,33,0,0,-0.0089666666666666,5.3333333333332575,0.0,0,0,0.0104429401990052,0.2337686268236877,0.7387,0,0.001547508958132335,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -2.9999, ""feature_value"": -0.009}, {""feature"": ""credit_score_now"", ""shap_value"": -0.8644, ""feature_value"": 722.0}, {""feature"": ""credit_limit_now"", ""shap_value"": 0.3299, ""feature_value"": 5535.54}]"
682,37406.12,9356.67,5843.18,0.6245,695,29,0,0,0.0854666666666666,-4.3333333333332575,0.0,0,0,0.0877044896228237,1.8745103736368776,0.3754999999999999,1,0.9705217298059828,High,"[{""feature"": ""utilization_volatility"", ""shap_value"": 2.3929, ""feature_value"": 0.0877}, {""feature"": ""utilization_trend_3m"", ""shap_value"": 2.2271, ""feature_value"": 0.0855}, {""feature"": ""utilization_now"", ""shap_value"": 1.1805, ""feature_value"": 0.6245}]"
683,71911.84,13541.36,4515.88,0.3335,652,26,0,0,0.0021666666666666,7.666666666666629,0.0,1,53,0.0070487587559796,0.7535693703701251,0.6665,0,0.16984681571796909,Watch,"[{""feature"": ""credit_score_trend_3m"", ""shap_value"": 0.7428, ""feature_value"": 7.6667}, {""feature"": ""income_now"", ""shap_value"": 0.5603, ""feature_value"": 71911.84}, {""feature"": ""balance_now"", ""shap_value"": 0.1849, ""feature_value"": 4515.88}]"
684,78969.72,5867.45,1273.65,0.2171,717,21,0,0,0.0018333333333332,-4.0,0.0,0,0,0.00355801130471,0.1935400049243877,0.7829,0,0.02507947654851023,Low,"[{""feature"": ""utilization_volatility"", ""shap_value"": -0.4854, ""feature_value"": 0.0036}, {""feature"": ""dti_proxy"", ""shap_value"": 0.4054, ""feature_value"": 0.1935}, {""feature"": ""balance_now"", ""shap_value"": 0.2348, ""feature_value"": 1273.65}]"
685,36796.27,10646.81,1258.98,0.1182,578,35,0,0,-0.0003333333333333,-7.0,0.0,0,0,0.0018385531751292,0.4105785720963853,0.8818,0,0.09015387517890808,Low,"[{""feature"": ""credit_score_trend_3m"", ""shap_value"": -0.6274, ""feature_value"": -7.0}, {""feature"": ""income_now"", ""shap_value"": 0.6252, ""feature_value"": 36796.27}, {""feature"": ""credit_score_now"", ""shap_value"": 0.523, ""feature_value"": 578.0}]"
686,60061.33,10780.07,1432.59,0.1329,713,38,0,0,0.0082666666666666,2.3333333333333712,0.0,0,0,0.0066755981837668,0.2862254298492107,0.8671,0,0.03130452251109892,Low,"[{""feature"": ""credit_limit_now"", ""shap_value"": -0.4354, ""feature_value"": 10780.07}, {""feature"": ""utilization_trend_3m"", ""shap_value"": -0.4248, ""feature_value"": 0.0083}, {""feature"": ""age_now"", ""shap_value"": 0.3791, ""feature_value"": 38.0}]"
687,37718.88,11119.17,2314.25,0.2081,784,21,0,0,0.0045,4.0,0.0,0,0,0.0046930208229289,0.736262582323888,0.7919,0,0.006606517498624721,Low,"[{""feature"": ""utilization_volatility"", ""shap_value"": -1.003, ""feature_value"": 0.0047}, {""feature"": ""credit_score_now"", ""shap_value"": -0.613, ""feature_value"": 784.0}, {""feature"": ""credit_limit_now"", ""shap_value"": 0.4895, ""feature_value"": 11119.17}]"
688,91206.7,7382.79,2349.15,0.3182,687,47,0,0,-0.0015,4.333333333333371,0.0,0,0,0.0092170283232239,0.3090759779302517,0.6818,0,0.07408680654703627,Low,"[{""feature"": ""income_now"", ""shap_value"": 1.8088, ""feature_value"": 91206.7}, {""feature"": ""age_now"", ""shap_value"": -0.8437, ""feature_value"": 47.0}, {""feature"": ""balance_now"", ""shap_value"": -0.2083, ""feature_value"": 2349.15}]"
689,49990.16,11854.86,4875.91,0.4113,655,30,0,0,0.0580666666666666,-2.6666666666666288,0.0,0,0,0.0444987016040293,1.1704487440319176,0.5887,1,0.8934560998957471,High,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": 1.8923, ""feature_value"": 0.0581}, {""feature"": ""utilization_volatility"", ""shap_value"": 1.8158, ""feature_value"": 0.0445}, {""feature"": ""credit_limit_now"", ""shap_value"": 0.3732, ""feature_value"": 11854.86}]"
690,37234.3,5655.11,1735.17,0.3068,729,35,0,0,-0.006,3.3333333333333712,0.0,0,0,0.004936598018879,0.5592166360933172,0.6932,0,0.01847010457767048,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -1.2309, ""feature_value"": -0.006}, {""feature"": ""credit_limit_now"", ""shap_value"": 0.4284, ""feature_value"": 5655.11}, {""feature"": ""balance_now"", ""shap_value"": 0.3672, ""feature_value"": 1735.17}]"
691,74708.28,5561.46,1095.88,0.197,661,21,0,0,0.0008999999999999,5.0,0.0,0,0,0.0032484611741561,0.1760254686346372,0.8029999999999999,0,0.04955060714842705,Low,"[{""feature"": ""utilization_volatility"", ""shap_value"": -0.5101, ""feature_value"": 0.0032}, {""feature"": ""balance_now"", ""shap_value"": 0.3623, ""feature_value"": 1095.88}, {""feature"": ""dti_proxy"", ""shap_value"": 0.264, ""feature_value"": 0.176}]"
692,81157.64,8024.64,1070.69,0.1334,711,33,0,0,-0.0051333333333333,5.0,0.0,1,50,0.0027855779372411,0.1583126369630788,0.8666,1,0.9309920825031476,High,"[{""feature"": ""dti_proxy"", ""shap_value"": 1.3181, ""feature_value"": 0.1583}, {""feature"": ""utilization_trend_3m"", ""shap_value"": 0.7926, ""feature_value"": -0.0051}, {""feature"": ""balance_now"", ""shap_value"": 0.6738, ""feature_value"": 1070.69}]"
693,36801.29,6095.12,2545.92,0.4177,772,49,0,0,0.0721,-1.0,-0.3333333333333333,1,59,0.0601898247214593,0.8301622032824951,0.5823,1,0.20016557692681164,Watch,"[{""feature"": ""utilization_volatility"", ""shap_value"": 1.9941, ""feature_value"": 0.0602}, {""feature"": ""utilization_trend_3m"", ""shap_value"": 1.4401, ""feature_value"": 0.0721}, {""feature"": ""credit_score_now"", ""shap_value"": -0.4755, ""feature_value"": 772.0}]"
694,49291.55,7631.17,2159.0,0.2829,565,28,0,0,0.0424999999999999,2.0,-0.3333333333333333,1,53,0.0420342552106149,0.5256073301345303,0.7171000000000001,0,0.2576932500215149,Watch,"[{""feature"": ""utilization_volatility"", ""shap_value"": 1.6302, ""feature_value"": 0.042}, {""feature"": ""utilization_trend_3m"", ""shap_value"": 1.5889, ""feature_value"": 0.0425}, {""feature"": ""is_late_trend_3m"", ""shap_value"": -0.4012, ""feature_value"": -0.3333}]"
695,46663.95,7060.34,1049.24,0.1486,781,29,0,0,-0.0022666666666666,0.6666666666666288,0.0,1,39,0.0058664299194655,0.269820278753988,0.8513999999999999,0,0.010671299155787909,Low,"[{""feature"": ""credit_score_now"", ""shap_value"": -1.0583, ""feature_value"": 781.0}, {""feature"": ""max_days_late_9m"", ""shap_value"": -0.7754, ""feature_value"": 39.0}, {""feature"": ""income_now"", ""shap_value"": 0.5062, ""feature_value"": 46663.95}]"
696,34082.19,14068.39,3971.02,0.2823,649,30,0,0,-0.0141333333333333,-1.3333333333333712,0.0,1,31,0.0091669393898824,1.3981566320480614,0.7177,0,0.004789889191200402,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -2.8242, ""feature_value"": -0.0141}, {""feature"": ""max_days_late_9m"", ""shap_value"": -0.5826, ""feature_value"": 31.0}, {""feature"": ""credit_limit_now"", ""shap_value"": 0.4173, ""feature_value"": 14068.39}]"
697,44393.31,8661.64,2763.68,0.3191,682,47,0,0,-0.0150333333333333,0.3333333333333712,0.0,0,0,0.0113584770105855,0.747053103069705,0.6809000000000001,0,0.0024416982140923263,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -2.2767, ""feature_value"": -0.015}, {""feature"": ""age_now"", ""shap_value"": -0.4072, ""feature_value"": 47.0}, {""feature"": ""credit_score_trend_3m"", ""shap_value"": 0.1983, ""feature_value"": 0.3333}]"
698,39455.76,8870.46,1847.5,0.2083,682,41,0,0,0.0263666666666666,0.3333333333333712,0.0,0,0,0.0255386689377326,0.5618951451767057,0.7917,1,0.8724904542433698,High,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": 2.0654, ""feature_value"": 0.0264}, {""feature"": ""utilization_volatility"", ""shap_value"": 1.869, ""feature_value"": 0.0255}, {""feature"": ""age_now"", ""shap_value"": 0.4259, ""feature_value"": 41.0}]"
699,59840.06,9904.18,2623.03,0.2648,661,51,0,0,0.0005666666666666,1.3333333333332575,0.0,0,0,0.0039437010254046,0.5260081623194881,0.7352000000000001,0,0.007324540931261818,Low,"[{""feature"": ""age_now"", ""shap_value"": -1.0856, ""feature_value"": 51.0}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.7539, ""feature_value"": 0.0039}, {""feature"": ""dti_proxy"", ""shap_value"": 0.3654, ""feature_value"": 0.526}]"
700,43852.07,15684.64,4033.15,0.2571,678,37,0,0,-0.0064,3.0,0.0,0,0,0.0042145910570039,1.1036605566568711,0.7429,0,0.00404972767593668,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -1.4387, ""feature_value"": -0.0064}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.7924, ""feature_value"": 0.0042}, {""feature"": ""credit_score_now"", ""shap_value"": -0.2399, ""feature_value"": 678.0}]"
701,46114.36,9496.14,3650.24,0.3844,733,62,0,0,0.0098,0.6666666666666288,-0.3333333333333333,1,40,0.0094466925428956,0.9498750495203988,0.6155999999999999,0,0.04816241643588807,Low,"[{""feature"": ""utilization_now"", ""shap_value"": 0.9464, ""feature_value"": 0.3844}, {""feature"": ""income_now"", ""shap_value"": 0.4006, ""feature_value"": 46114.36}, {""feature"": ""age_now"", ""shap_value"": -0.3812, ""feature_value"": 62.0}]"
702,42521.83,8767.48,5529.39,0.6307,536,43,1,49,0.1160666666666668,-2.0,0.3333333333333333,1,49,0.1027864777098622,1.5604380145745078,0.3692999999999999,1,0.9625975266431598,High,"[{""feature"": ""utilization_volatility"", ""shap_value"": 2.6146, ""feature_value"": 0.1028}, {""feature"": ""utilization_trend_3m"", ""shap_value"": 1.7144, ""feature_value"": 0.1161}, {""feature"": ""utilization_now"", ""shap_value"": 1.4155, ""feature_value"": 0.6307}]"
703,88013.56,5049.44,1413.9,0.28,707,38,0,0,0.0039666666666666,-0.3333333333332575,0.0,0,0,0.0053812431442723,0.1927748405778235,0.72,0,0.020801322845944825,Low,"[{""feature"": ""income_now"", ""shap_value"": -0.6523, ""feature_value"": 88013.56}, {""feature"": ""utilization_trend_3m"", ""shap_value"": -0.2781, ""feature_value"": 0.004}, {""feature"": ""credit_limit_now"", ""shap_value"": -0.2701, ""feature_value"": 5049.44}]"
704,45096.22,3432.36,517.97,0.1509,663,29,0,0,0.0046333333333333,-3.333333333333257,0.0,0,0,0.0036080157673959,0.1378306208002806,0.8491,0,0.007822196691561529,Low,"[{""feature"": ""balance_now"", ""shap_value"": -1.0907, ""feature_value"": 517.97}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.4926, ""feature_value"": 0.0036}, {""feature"": ""income_now"", ""shap_value"": 0.386, ""feature_value"": 45096.22}]"
705,51567.14,6588.35,1408.54,0.2138,742,30,0,0,0.0043999999999999,2.3333333333333712,0.0,0,0,0.0072013887549555,0.3277761767681257,0.7862,0,0.03444535581634486,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -0.3837, ""feature_value"": 0.0044}, {""feature"": ""credit_score_now"", ""shap_value"": 0.3623, ""feature_value"": 742.0}, {""feature"": ""age_now"", ""shap_value"": 0.3539, ""feature_value"": 30.0}]"
706,52805.15,11669.73,1195.35,0.1024,707,38,0,0,-0.0018333333333333,5.666666666666629,0.0,0,0,0.0023963513932643,0.2716439589081798,0.8976,0,0.015981855388384838,Low,"[{""feature"": ""utilization_volatility"", ""shap_value"": -0.6656, ""feature_value"": 0.0024}, {""feature"": ""utilization_trend_3m"", ""shap_value"": -0.5459, ""feature_value"": -0.0018}, {""feature"": ""age_now"", ""shap_value"": 0.3239, ""feature_value"": 38.0}]"
707,35934.53,9729.31,1528.54,0.1571,786,26,0,0,0.0043333333333333,3.333333333333257,0.0,0,0,0.0023173260452512,0.5104416279794032,0.8429,0,0.04709162546652518,Low,"[{""feature"": ""credit_score_now"", ""shap_value"": -0.8562, ""feature_value"": 786.0}, {""feature"": ""dti_proxy"", ""shap_value"": 0.3802, ""feature_value"": 0.5104}, {""feature"": ""income_now"", ""shap_value"": 0.363, ""feature_value"": 35934.53}]"
708,40584.3,12584.66,4448.79,0.3535,590,37,0,0,-0.0024,-0.6666666666666288,0.0,0,0,0.0054377027420695,1.3154219731328356,0.6465000000000001,0,0.03381453761705643,Low,"[{""feature"": ""balance_now"", ""shap_value"": 0.497, ""feature_value"": 4448.79}, {""feature"": ""credit_score_now"", ""shap_value"": -0.4525, ""feature_value"": 590.0}, {""feature"": ""credit_limit_now"", ""shap_value"": -0.4337, ""feature_value"": 12584.66}]"
709,110191.19,2346.68,335.19,0.1428,725,56,0,0,0.0042,-4.0,0.0,0,0,0.0058481716041093,0.0365027367393161,0.8572,0,0.009259867607724383,Low,"[{""feature"": ""income_now"", ""shap_value"": -1.2719, ""feature_value"": 110191.19}, {""feature"": ""age_now"", ""shap_value"": 0.6204, ""feature_value"": 56.0}, {""feature"": ""utilization_trend_3m"", ""shap_value"": -0.5456, ""feature_value"": 0.0042}]"
710,16622.88,6276.59,2102.36,0.335,821,55,0,0,0.0192666666666666,3.0,0.0,0,0,0.0154155765380344,1.5176864647875556,0.665,0,0.14503768216330087,Watch,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": 1.6099, ""feature_value"": 0.0193}, {""feature"": ""utilization_volatility"", ""shap_value"": 0.8576, ""feature_value"": 0.0154}, {""feature"": ""credit_score_now"", ""shap_value"": -0.805, ""feature_value"": 821.0}]"
711,49960.17,14543.17,3079.39,0.2117,663,36,0,0,-0.0020333333333333,8.0,0.0,0,0,0.0032126486130778,0.7396427992763892,0.7883,0,0.009700146562248798,Low,"[{""feature"": ""utilization_volatility"", ""shap_value"": -0.8324, ""feature_value"": 0.0032}, {""feature"": ""utilization_trend_3m"", ""shap_value"": -0.5201, ""feature_value"": -0.002}, {""feature"": ""credit_score_trend_3m"", ""shap_value"": -0.4394, ""feature_value"": 8.0}]"
712,34637.39,8048.36,1526.92,0.1897,657,26,0,0,-0.0069,1.0,0.0,0,0,0.0047923840042764,0.5289959778624211,0.8103,0,0.012322209943064866,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -1.2221, ""feature_value"": -0.0069}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.6305, ""feature_value"": 0.0048}, {""feature"": ""dti_proxy"", ""shap_value"": 0.3874, ""feature_value"": 0.529}]"
713,34148.4,4535.62,1361.39,0.3002,757,43,0,0,0.0050666666666666,14.666666666666742,0.0,0,0,0.0059943723608064,0.4784025018524783,0.6998,0,0.020560251911786245,Low,"[{""feature"": ""credit_score_now"", ""shap_value"": -0.5076, ""feature_value"": 757.0}, {""feature"": ""age_now"", ""shap_value"": 0.3365, ""feature_value"": 43.0}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.3268, ""feature_value"": 0.006}]"
714,70658.44,9719.36,2371.73,0.244,570,27,0,0,0.0006333333333333,-5.0,-0.3333333333333333,1,54,0.0090615641279221,0.4027934949478997,0.756,0,0.01142536359428211,Low,"[{""feature"": ""dti_proxy"", ""shap_value"": -0.5009, ""feature_value"": 0.4028}, {""feature"": ""max_days_late_9m"", ""shap_value"": -0.446, ""feature_value"": 54.0}, {""feature"": ""income_now"", ""shap_value"": -0.3992, ""feature_value"": 70658.44}]"
715,23498.45,500.0,122.82,0.2456,705,22,0,0,0.0097666666666666,-1.6666666666666288,0.0,0,0,0.0049719211578624,0.0627207326120382,0.7544,0,0.0032880471335295955,Low,"[{""feature"": ""balance_now"", ""shap_value"": -1.3436, ""feature_value"": 122.82}, {""feature"": ""income_now"", ""shap_value"": -0.6765, ""feature_value"": 23498.45}, {""feature"": ""dti_proxy"", ""shap_value"": -0.5697, ""feature_value"": 0.0627}]"
716,40313.23,6358.69,1852.11,0.2913,610,35,0,0,-0.0166666666666666,-1.0,0.0,0,0,0.0088532166156964,0.5513157837609194,0.7087,0,0.011417872082490867,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -2.9558, ""feature_value"": -0.0167}, {""feature"": ""credit_score_now"", ""shap_value"": 0.7782, ""feature_value"": 610.0}, {""feature"": ""dti_proxy"", ""shap_value"": 0.4821, ""feature_value"": 0.5513}]"
717,28640.25,12469.3,4568.24,0.3664,818,46,0,0,0.0269666666666666,-7.666666666666629,0.3333333333333333,1,50,0.0155807573628498,1.914050330462597,0.6335999999999999,0,0.053778436460000675,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": 1.6868, ""feature_value"": 0.027}, {""feature"": ""utilization_volatility"", ""shap_value"": 0.8428, ""feature_value"": 0.0156}, {""feature"": ""credit_score_trend_3m"", ""shap_value"": -0.6715, ""feature_value"": -7.6667}]"
718,35743.48,6821.42,1057.42,0.155,737,42,0,0,0.0002,-7.6666666666667425,0.3333333333333333,2,23,0.0016166666666666,0.3550029262886536,0.845,0,0.019403982219128937,Low,"[{""feature"": ""credit_score_trend_3m"", ""shap_value"": -0.6667, ""feature_value"": -7.6667}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.5206, ""feature_value"": 0.0016}, {""feature"": ""balance_now"", ""shap_value"": 0.4452, ""feature_value"": 1057.42}]"
719,68675.81,12214.61,3739.79,0.3062,689,54,0,0,-0.0129,4.0,0.0,0,0,0.0082836854385258,0.6534685210434122,0.6938,0,0.0011638411055328456,Low,"[{""feature"": ""utilization_trend_3m"", ""shap_value"": -2.4148, ""feature_value"": -0.0129}, {""feature"": ""age_now"", ""shap_value"": -0.5524, ""feature_value"": 54.0}, {""feature"": ""utilization_volatility"", ""shap_value"": -0.5337, ""feature_value"": 0.0083}]"
720,40522.84,9800.1,2831.26,0.2889,663,51,0,0,0.0597333333333333,-5.3333333333332575,0.0,0,0,0.0474099145749072,0.8384190246769224,0.7111000000000001,0,0.8023608319109731,High,"[{""feature"": ""utilization_volatility"", ""shap_value"": 2.2971, ""feature_value"": 0.0474}, {""feature"": ""utilization_trend_3m"", ""shap_value"": 1.9748, ""feature_value"": 0.0597}, {""feature"": ""age_now"", ""shap_value"": -0.5295, ""feature_value"": 51.0}]"
