borrower_id,income_now,credit_limit_now,balance_now,utilization_now,credit_score_now,age_now,late_streak_now,days_late_now,utilization_trend_3m,credit_score_trend_3m,is_late_trend_3m,late_count_9m,max_days_late_9m,utilization_volatility,dti_proxy,headroom,defaulted
475,37630.13,9862.44,3597.79,0.3648,733,40,0,0,0.010033333333333394,-0.6666666666666288,0.0,0,0,0.01076809846000881,1.1473114758368432,0.6352,0
476,148503.72,11425.56,1746.52,0.1529,710,48,0,0,-0.0039000000000000146,-1.0,0.0,0,0,0.009493287101947355,0.14112939391892976,0.8471,0
477,41595.87,14338.82,7370.94,0.5141,654,33,1,34,0.08100000000000002,-1.0,0.3333333333333333,1,34,0.06588266295299376,2.1264438025814263,0.4859,1
478,32351.13,11793.19,2492.44,0.2113,745,38,0,0,-0.011899999999999994,-0.6666666666667425,0.0,0,0,0.008312640976248158,0.9245204105360695,0.7887,0
479,82949.18,3754.1,628.12,0.1673,702,27,0,0,0.007266666666666671,-2.3333333333333712,0.0,0,0,0.004939495025922304,0.09086816770111027,0.8327,0
480,66797.19,7755.83,1806.2,0.2329,703,36,0,0,-0.0020333333333333314,-3.3333333333332575,0.0,0,0,0.004490390975306167,0.32448071537300044,0.7671,0
481,91099.54,4587.85,1776.0,0.3871,736,21,0,0,0.009200000000000041,1.0,0.0,0,0,0.019804657140290113,0.23394190571316492,0.6129,0
482,45040.84,6837.22,2022.59,0.2958,656,21,0,0,0.0013999999999999568,5.333333333333371,0.0,0,0,0.0031304951684997116,0.5388682802881469,0.7041999999999999,0
483,44448.77,9839.78,1696.24,0.1724,850,38,0,0,-0.002433333333333315,-0.33333333333337123,0.0,0,0,0.0034943207891917627,0.45794023084338936,0.8276,0
484,30925.02,8704.13,1185.11,0.1362,619,69,0,0,-0.0008000000000000229,5.333333333333371,-0.3333333333333333,1,24,0.005243090691567341,0.45986453669170224,0.8638,0
485,62613.47,11319.53,1676.12,0.1481,731,52,0,0,-0.0020000000000000018,4.0,0.0,0,0,0.0019142738687148316,0.3212318371134073,0.8519,0
486,69340.01,4613.39,1600.02,0.3468,627,27,0,0,0.011366666666666636,5.666666666666629,0.0,0,0,0.008686691609071373,0.2768998734882963,0.6532,0
487,28964.54,12786.12,2113.68,0.1653,788,43,0,0,-0.008199999999999985,5.6666666666667425,-0.3333333333333333,1,25,0.0065680624574104285,0.8756969725564997,0.8347,0
488,29880.72,2808.19,979.77,0.3489,766,22,0,0,0.007566666666666666,6.6666666666667425,0.0,0,0,0.012690788435361724,0.3934724462890563,0.6511,0
489,20947.08,12975.11,3948.55,0.3043,654,36,0,0,0.03753333333333336,9.0,0.0,0,0,0.03393073009005915,2.262014561115717,0.6957,1
490,88517.4,6036.47,1801.36,0.2984,787,54,0,0,-0.0025000000000000022,6.0,0.0,0,0,0.007856225415412765,0.24420419032946683,0.7016,0
491,111187.38,18794.87,3551.19,0.1889,654,35,0,0,0.016033333333333344,-2.0,0.0,0,0,0.014139257799160138,0.3832654388960403,0.8110999999999999,0
492,28145.76,781.09,199.35,0.2552,670,47,0,0,0.016333333333333283,1.3333333333333712,0.0,0,0,0.010654393981410248,0.08499326360276223,0.7448,0
493,43528.87,3971.5,1194.9,0.3009,668,44,0,0,-0.011033333333333284,-2.0,0.0,0,0,0.008941072518315557,0.3294089645802221,0.6991,0
494,45170.06,11332.38,4409.15,0.3891,731,31,0,0,0.01913333333333339,-4.333333333333371,0.0,1,11,0.021509422999647823,1.1713466837534383,0.6109,0
495,33658.67,4699.89,1057.87,0.2251,712,24,0,0,-0.002599999999999991,3.0,0.0,0,0,0.0070303113571005965,0.37715215709575495,0.7749,0
496,121191.07,4680.61,1219.92,0.2606,725,44,0,0,-0.00020000000000003348,3.3333333333332575,0.0,0,0,0.004335255983727397,0.12079305842048,0.7394000000000001,0
497,52875.06,10086.04,2729.6,0.2706,730,48,0,0,-0.005166666666666708,1.3333333333332575,0.0,0,0,0.005619386087465438,0.619482984843255,0.7294,0
498,38315.48,7232.98,2355.74,0.3257,700,38,0,0,0.004366666666666685,0.6666666666666288,0.3333333333333333,1,50,0.003383949040856137,0.7377926621602152,0.6743,0
499,22797.81,500.0,125.45,0.2509,682,23,0,0,-0.016100000000000003,1.3333333333333712,0.0,0,0,0.010101485039339496,0.06603265836532579,0.7491,0
500,28481.96,11848.61,5626.46,0.4749,661,58,0,0,0.0924666666666667,-2.0,0.0,0,0,0.0802063761665977,2.3705362963628054,0.5251,0
501,45103.15,16470.77,6562.1,0.3984,702,33,0,0,0.050433333333333275,-7.333333333333371,0.0,0,0,0.040298728267775384,1.7458913618904515,0.6016,0
502,32837.98,3751.32,1437.79,0.3833,735,21,0,0,0.02839999999999998,4.0,0.0,0,0,0.03173657196358797,0.5254123424673214,0.6167,0
503,79501.77,7425.22,1710.31,0.2303,675,21,0,0,0.008733333333333343,3.0,0.0,0,0,0.0044049530203069225,0.2581542523757917,0.7697,0
504,66957.76,6230.44,1639.0,0.2631,699,22,0,0,-0.006866666666666632,-3.3333333333333712,0.0,0,0,0.006397265040624768,0.29373742485523935,0.7369,0
505,114135.93,9010.89,1885.78,0.2093,543,43,0,0,0.0029000000000000137,-5.0,0.0,0,0,0.006514044655801625,0.19826675086119505,0.7907,0
506,57842.83,11305.82,1075.43,0.0951,633,39,0,0,-0.0025666666666666615,-6.0,0.3333333333333333,1,22,0.0021315747960395596,0.22310734100186164,0.9049,0
507,34642.12,11268.86,4804.28,0.4263,732,28,0,0,0.04026666666666667,-4.0,-0.3333333333333333,1,7,0.03060181548717511,1.6641983798921547,0.5737,1
508,60413.8,10999.52,2714.07,0.2467,780,37,0,0,-0.002066666666666661,0.33333333333337123,0.0,1,52,0.0074596879589192205,0.539096034242687,0.7533,0
509,44677.36,6609.34,1610.88,0.2437,680,21,0,0,0.01736666666666667,-3.0,0.3333333333333333,1,26,0.014027185906105487,0.43267014870189197,0.7563,0
510,30293.61,12136.55,3869.2,0.3188,788,23,0,0,0.00493333333333329,9.0,0.0,0,0,0.003166798242880507,1.5326796635200572,0.6812,0
511,26117.72,6439.34,3300.45,0.5125,658,32,0,0,0.0581666666666667,-3.6666666666666288,-0.3333333333333333,1,22,0.05984762828309159,1.5164187372329196,0.48750000000000004,0
512,76538.85,16111.23,2106.06,0.1307,696,36,0,0,-0.0037333333333333385,0.33333333333337123,0.0,0,0,0.0028963099128220256,0.3301946657943993,0.8693,0
513,54936.39,5395.73,1794.7,0.3326,773,50,0,0,0.0647666666666667,-2.3333333333333712,0.0,0,0,0.05152085607898137,0.39202430293100266,0.6674,0
514,55385.79,3498.1,900.09,0.2573,800,21,0,0,-0.00273333333333331,0.33333333333337123,0.0,0,0,0.005206673068711399,0.19501536400690167,0.7427,0
515,65572.78,5015.31,1069.18,0.2132,732,30,0,0,0.001733333333333309,2.0,-0.6666666666666666,2,30,0.002973820961509137,0.19566289545222948,0.7867999999999999,0
516,43437.28,5746.37,1245.31,0.2167,690,44,0,0,-0.0022666666666666946,3.3333333333332575,0.0,0,0,0.005180250959171777,0.34402982866034987,0.7833,0
517,37730.28,15240.62,5237.88,0.3437,656,24,0,0,0.027800000000000047,-5.3333333333332575,0.0,0,0,0.026026898479158934,1.6658916917661173,0.6563,1
518,84100.92,8347.19,2075.98,0.2487,703,42,0,0,-0.013433333333333297,7.333333333333371,0.0,0,0,0.013793245126188102,0.2962126929936729,0.7513,0
519,43604.33,10932.28,4677.75,0.4279,644,56,0,0,0.07480000000000003,-5.0,0.0,0,0,0.06643226082091273,1.2873262812328978,0.5721,0
520,31075.66,5632.89,751.77,0.1335,753,56,0,0,-0.006466666666666676,-1.3333333333332575,0.0,1,25,0.0030438462510449017,0.2902992244256891,0.8665,1
521,38464.05,16294.87,2839.38,0.1743,650,38,0,0,-0.011900000000000022,9.666666666666629,0.0,0,0,0.013061404127343188,0.8858287151085249,0.8257,0
522,28956.19,9154.56,1722.27,0.1881,717,21,0,0,-0.005666666666666681,4.666666666666629,0.0,1,19,0.006563048918841844,0.7137416901683232,0.8119000000000001,0
523,44690.29,7581.74,2140.36,0.2823,711,52,0,0,0.003999999999999948,10.0,0.0,0,0,0.006796159045944842,0.5747181321290012,0.7177,0
524,77454.87,5846.73,1308.42,0.2238,736,21,0,0,0.007499999999999979,4.333333333333371,0.0,0,0,0.006897060565519522,0.2027121083227879,0.7762,0
525,46677.97,8003.96,1351.7,0.1689,690,35,0,0,0.009033333333333338,0.6666666666666288,0.0,1,20,0.00485689658572677,0.34749583145603913,0.8311,0
526,53039.81,9856.79,2354.6,0.2389,517,24,0,0,-0.004433333333333317,-3.3333333333333712,0.0,0,0,0.003995622604801405,0.5327168403055629,0.7611,0
527,69370.58,8272.39,1523.58,0.1842,703,66,0,0,-0.004966666666666675,0.0,0.0,1,54,0.004364280518532736,0.2635549536538016,0.8158,0
528,58530.56,12630.34,7300.72,0.578,738,21,0,0,0.11693333333333328,2.0,0.0,1,53,0.09695757806610293,1.496801670478437,0.42200000000000004,0
529,35284.4,11698.57,2178.8,0.1862,700,47,0,0,-0.0013333333333333253,-11.0,0.0,0,0,0.0031513665466129347,0.7409960206524144,0.8138,0
530,37024.73,16728.39,3842.22,0.2297,788,43,0,0,-0.0011333333333333195,-15.0,0.0,2,34,0.0065749524713111,1.2452930780334246,0.7703,0
531,102848.83,9200.0,3046.69,0.3312,578,30,0,0,0.010766666666666647,-8.333333333333371,0.0,0,0,0.009833997152734978,0.3554758959896217,0.6688000000000001,0
532,67583.87,10210.64,3108.35,0.3044,623,36,1,15,-0.010833333333333306,-2.0,0.3333333333333333,1,15,0.006524760532004229,0.5519097973137241,0.6956,0
533,62587.2,7588.48,1777.84,0.2343,679,21,0,0,0.002600000000000019,0.0,0.0,1,20,0.00597524987854995,0.34086969853116234,0.7657,1
534,75546.59,12522.68,4244.25,0.3389,705,33,0,0,0.002366666666666628,8.0,0.0,0,0,0.005600545608341306,0.6741667624165432,0.6611,0
535,24802.36,500.0,53.32,0.1066,718,30,0,0,-0.008066666666666653,-5.0,0.0,0,0,0.004242378787635278,0.02579754505984227,0.8934,0
536,38810.22,3762.94,609.06,0.1619,717,39,0,0,-0.0012333333333333085,0.33333333333337123,0.0,0,0,0.0019993749023132132,0.18831946837044897,0.8381000000000001,0
537,24680.96,5093.22,788.82,0.1549,596,27,0,0,-0.0027000000000000357,-8.333333333333258,0.0,0,0,0.0061761863457782664,0.3835280311380783,0.8451,0
538,28758.75,7982.39,1840.8,0.2306,643,30,0,0,-0.0033999999999999864,-12.333333333333258,0.3333333333333333,1,48,0.006796874281609147,0.7681001431141061,0.7694,1
539,45524.87,13153.14,3540.95,0.2692,688,29,0,0,-0.008033333333333337,-1.3333333333333712,0.0,0,0,0.005804619807628331,0.933366750718884,0.7308,0
540,43101.26,16389.06,4860.14,0.2965,786,33,0,0,-0.000933333333333286,-8.0,0.0,0,0,0.006966905897008902,1.3531316714119823,0.7035,0
541,49502.01,14925.05,4099.05,0.2746,703,54,0,0,0.04763333333333333,5.0,-0.3333333333333333,1,17,0.037808975271899546,0.9936687416950537,0.7254,0
542,77255.3,7926.5,2838.35,0.3581,664,21,0,0,0.0026333333333333764,2.6666666666666288,0.0,0,0,0.006577381275587157,0.4408784898215327,0.6419,0
543,58646.6,2856.36,624.89,0.2188,675,59,0,0,-0.0031999999999999806,3.6666666666666288,0.0,1,9,0.0021304016314092297,0.12786214372982668,0.7812,0
544,77628.77,16693.75,5891.45,0.3529,834,46,0,0,0.010366666666666635,-2.0,0.0,0,0,0.007678776667615164,0.9107113250547633,0.6471,0
545,33636.0,8287.83,1144.73,0.1381,754,51,0,0,-0.0014666666666666994,5.0,0.0,0,0,0.005004692242730269,0.4083945770929738,0.8619,0
546,47746.07,6797.63,3682.96,0.5418,716,43,0,0,0.0757666666666667,2.6666666666667425,0.0,0,0,0.06798821180502133,0.9256368113415903,0.45820000000000005,1
547,58237.15,500.0,117.61,0.2352,711,35,0,0,0.01633333333333331,-1.0,0.0,0,0,0.012279397831779492,0.024234015567540505,0.7648,0
548,33036.34,8622.81,1674.55,0.1942,729,44,0,0,0.001433333333333342,-1.0,0.0,1,53,0.003299663282484715,0.6082574520270984,0.8058,0
549,58824.04,2146.42,538.58,0.2509,639,23,0,0,-0.011900000000000022,6.6666666666667425,0.0,1,33,0.00784661993755554,0.10986936631148707,0.7491,0
550,67926.78,12556.51,2368.71,0.1886,609,44,0,0,0.006799999999999973,4.6666666666667425,0.0,0,0,0.0033246971457730006,0.418458228035813,0.8114,0
551,153257.11,1984.55,634.02,0.3195,686,42,0,0,0.003999999999999948,-0.6666666666667425,0.0,0,0,0.004139746369042419,0.04964363480039703,0.6805,0
552,50129.35,17011.37,3895.67,0.229,715,45,0,0,-0.0003333333333333244,6.0,0.0,0,0,0.0021454085340041336,0.9325482973309931,0.771,0
553,32092.26,10894.16,2450.82,0.225,647,45,0,0,0.007033333333333336,2.0,0.3333333333333333,1,10,0.005338304974427737,0.9164153596226323,0.775,0
554,45941.1,15395.91,2452.31,0.1593,660,49,0,0,0.003933333333333344,1.6666666666667425,0.0,0,0,0.004406844424049697,0.6405532299468965,0.8407,0
555,46468.12,12069.95,2599.06,0.2153,767,22,0,0,0.002899999999999986,3.3333333333333712,0.0,0,0,0.004167266623472898,0.6711853199988674,0.7847,0
556,77606.38,9821.13,946.64,0.0964,729,39,0,0,-0.009299999999999989,-2.3333333333333712,0.0,0,0,0.005308431448596135,0.14637559435504519,0.9036,0
557,51513.49,7573.09,1677.79,0.2215,682,24,0,0,-0.012799999999999978,4.0,0.0,0,0,0.006921845450777163,0.3908389820862444,0.7785,0
558,51967.28,6821.97,896.95,0.1315,653,36,0,0,-0.011666666666666659,0.6666666666666288,0.0,0,0,0.007184705978674415,0.20711878700433378,0.8685,0
559,26012.72,12280.81,3127.31,0.2547,734,67,0,0,-0.0017000000000000348,1.3333333333333712,0.0,1,38,0.0042373340675476495,1.4426680478891858,0.7453000000000001,0
560,61960.86,8252.39,1860.23,0.2254,745,27,0,0,-0.013266666666666677,1.6666666666667425,0.0,0,0,0.0138629402044123,0.3602719522562588,0.7746,0
561,81932.63,8119.59,2182.05,0.2687,655,42,0,0,-0.015800000000000036,-2.3333333333333712,0.0,0,0,0.011187132985910413,0.31958695816507976,0.7313000000000001,0
562,53204.4,2442.26,1298.41,0.5316,716,25,0,0,0.0756,5.3333333333332575,0.0,0,0,0.05705847390567368,0.2928502153296682,0.46840000000000004,0
563,29644.82,7933.36,1093.54,0.1378,741,32,0,0,-0.003666666666666679,-0.6666666666666288,0.0,0,0,0.0037292760691587414,0.4426567607658984,0.8622,0
564,78180.07,9970.12,2122.17,0.2129,703,37,0,0,0.00896666666666665,2.0,0.0,0,0,0.0043095823463532865,0.3257357021564597,0.7871,0
565,42351.3,11464.33,3196.38,0.2788,706,21,0,0,0.02116666666666661,-1.0,0.0,0,0,0.015068187607598255,0.9056760946920611,0.7212000000000001,0
566,61469.7,5021.64,1086.69,0.2164,677,35,0,0,-0.00949999999999998,0.6666666666666288,0.0,0,0,0.0048649254876102655,0.21214159166962426,0.7836,0
567,32594.77,11260.74,3983.26,0.3537,776,31,0,0,0.04876666666666668,4.0,0.0,0,0,0.04007957709357719,1.4664659386276513,0.6463,1
568,116713.63,10198.14,987.89,0.0969,652,38,0,0,-0.0025666666666666615,0.0,0.0,0,0,0.002136586061922148,0.10157065630450489,0.9031,0
569,37821.45,2981.64,473.45,0.1588,645,39,0,0,0.006366666666666659,7.666666666666629,0.0,0,0,0.005331744555021362,0.15021634543882914,0.8412,0
570,39588.98,5405.02,1755.62,0.3248,628,49,0,0,0.0026000000000000467,2.3333333333333712,0.0,1,26,0.009777326378469295,0.5321541498066924,0.6752,0
571,59599.49,11311.11,2094.96,0.1852,631,21,0,0,0.004533333333333361,-0.33333333333337123,0.0,0,0,0.005121468973297069,0.42180763618846917,0.8148,0
572,35286.42,984.51,221.3,0.2248,682,36,0,0,0.02146666666666666,-4.666666666666629,0.0,0,0,0.01861136152402015,0.07525841383446945,0.7752,1
573,59612.24,7421.16,2151.71,0.2899,680,25,0,0,-0.002766666666666695,1.3333333333333712,0.0,1,12,0.004729898988820411,0.4331412474149991,0.7101,0
574,39647.13,8209.9,2468.3,0.3006,691,21,0,0,-0.001966666666666672,3.3333333333332575,0.0,0,0,0.006856039511100966,0.7470805576856393,0.6994,0
575,33502.27,6882.97,1911.83,0.2778,586,34,0,0,0.011733333333333318,-9.666666666666629,0.0,0,0,0.007240511031688317,0.6847882245526211,0.7222,0
576,34478.58,11305.74,3464.93,0.3065,707,46,0,0,-0.00649999999999995,-1.3333333333333712,0.0,0,0,0.007169108111272364,1.2059417756047,0.6935,0
577,74002.11,500.0,166.55,0.3331,705,21,0,0,0.01093333333333335,9.666666666666629,0.0,0,0,0.01241878058068148,0.027007338029630668,0.6669,0
578,80106.16,7051.87,1306.27,0.1852,649,52,0,0,0.0026333333333333486,-1.3333333333332575,0.0,0,0,0.005384700548777062,0.19568083150723775,0.8148,0
579,146436.36,10701.67,3279.03,0.3064,763,50,0,0,0.017100000000000004,-1.3333333333333712,0.0,0,0,0.010890566764151663,0.26870621474595197,0.6936,0
580,58574.22,15885.16,3142.82,0.1978,665,34,0,0,-0.009699999999999986,4.333333333333371,-0.3333333333333333,1,45,0.005206486339173468,0.6438641435135394,0.8022,0
581,42341.16,7667.69,3541.66,0.4619,709,53,0,0,0.06700000000000006,-7.0,0.0,2,56,0.05437294312840207,1.0037495427134022,0.5381,0
582,47105.77,7093.79,2001.32,0.2821,752,21,0,0,0.014900000000000024,3.0,0.0,0,0,0.011173405926574039,0.5098279890952226,0.7179,0
583,66095.04,12914.23,2188.92,0.1695,689,48,0,0,0.004133333333333378,9.333333333333371,0.0,0,0,0.00471274866717926,0.39741317949472527,0.8305,0
584,43687.27,13345.02,3725.4,0.2792,700,49,0,0,0.007000000000000006,-5.666666666666629,0.0,0,0,0.007310437743391283,1.0232912239130647,0.7208,0
585,87445.4,9971.12,2913.1,0.2922,715,49,0,0,0.0010666666666667157,-5.0,0.0,0,0,0.0038281849485101967,0.3997603075199253,0.7078,0
586,23148.22,2578.56,1616.22,0.6268,726,27,0,0,0.12250000000000011,1.0,0.0,0,0,0.09812057774889923,0.8378458468921519,0.3732,0
587,45099.19,10500.13,1970.88,0.1877,727,21,0,0,0.003233333333333338,0.33333333333337123,0.3333333333333333,1,22,0.002246107744521614,0.5244120791017989,0.8123,0
588,58983.1,1668.3,172.87,0.1036,629,33,0,0,-0.004066666666666663,-6.6666666666667425,0.3333333333333333,1,44,0.003769652209127228,0.03517007413272546,0.8964,0
589,73859.49,3237.43,493.96,0.1526,782,45,0,0,-0.003766666666666668,0.0,0.0,0,0,0.004272229446605647,0.08025400661495159,0.8473999999999999,0
590,65568.31,6274.69,2632.46,0.4195,728,28,0,0,0.06659999999999999,6.3333333333332575,0.0,0,0,0.0599141144565378,0.4817802989617795,0.5805,0
591,40612.98,6367.9,2017.66,0.3168,647,22,0,0,0.0014333333333333975,-3.3333333333333712,0.0,0,0,0.006209558044749323,0.596162113512627,0.6832,0
592,46271.17,14043.26,2669.52,0.1901,697,48,0,0,0.012733333333333346,-7.0,0.0,0,0,0.008720633259370796,0.692315322731027,0.8099000000000001,0
593,63693.13,1243.75,252.21,0.2028,604,24,0,0,0.002633333333333321,1.3333333333333712,0.0,0,0,0.0055731748382567125,0.0475172126009476,0.7972,0
594,92464.09,6991.34,1158.03,0.1656,804,53,0,0,-0.003200000000000036,0.0,0.0,0,0,0.0030931824675854073,0.15028926362868578,0.8344,0
595,31504.91,3657.02,646.37,0.1767,672,41,0,0,0.008333333333333331,-1.6666666666666288,0.0,1,58,0.004974043738359265,0.2461978147865087,0.8233,0
596,75592.02,14491.78,3794.29,0.2618,588,35,0,0,-0.0023666666666666836,3.6666666666666288,0.0,1,59,0.005510847887979152,0.6023318333439431,0.7382,0
597,60288.73,2442.15,828.31,0.3392,636,53,0,0,0.006866666666666632,-0.6666666666666288,0.0,0,0,0.0069376589070889805,0.1648686246670244,0.6608,0
598,65891.99,8497.22,2060.73,0.2425,684,21,0,0,0.001533333333333331,1.6666666666667425,0.0,1,22,0.007442445834535826,0.3752923533724886,0.7575000000000001,0
599,74933.98,10649.58,3263.11,0.3064,604,36,0,0,0.0024000000000000132,-3.3333333333332575,0.0,0,0,0.007206247289678583,0.5225575899442324,0.6936,0
600,58723.24,10806.33,1746.23,0.1616,630,34,0,0,0.0005000000000000004,4.3333333333332575,0.0,1,7,0.004110792029659389,0.3568393023906366,0.8384,0
601,40710.03,6945.8,733.44,0.1056,627,24,0,0,-0.004966666666666675,6.0,0.0,0,0,0.004934008962744642,0.21619438741277439,0.8944,0
602,61583.06,5124.13,1273.75,0.2486,704,45,0,0,0.006399999999999989,6.333333333333371,0.0,0,0,0.006464131805586885,0.24820137221212432,0.7514000000000001,0
603,39347.31,7801.09,1556.98,0.1996,687,56,0,0,0.00930000000000003,-2.0,0.0,1,14,0.006324357674894741,0.4748421173976543,0.8004,0
604,59615.43,8125.68,1053.11,0.1296,688,39,0,0,0.0014666666666666717,6.0,0.0,0,0,0.003480102169636852,0.2119806901913855,0.8704000000000001,0
605,78085.92,11576.82,1500.36,0.1296,581,31,0,0,-0.001733333333333309,3.6666666666666288,0.0,0,0,0.0029501883179063404,0.23057063292887053,0.8704000000000001,0
606,40554.75,7318.33,1967.85,0.2689,666,56,0,0,0.02256666666666665,-2.6666666666666288,0.0,0,0,0.020093966756218166,0.5822795108590891,0.7311000000000001,0
607,37208.53,5472.93,931.79,0.1703,770,21,0,0,0.0033999999999999864,-1.6666666666666288,0.0,0,0,0.0016650825805346729,0.30050851233289516,0.8297,0
608,78178.47,8985.63,1334.23,0.1485,718,43,0,0,-0.006633333333333324,9.333333333333371,0.0,0,0,0.004143703389213292,0.20479756124086884,0.8515,0
609,59892.94,8124.37,1657.85,0.2041,660,43,0,0,-0.004233333333333339,2.3333333333333712,0.0,0,0,0.005572701319826859,0.332162688891446,0.7959,0
610,70655.4,9940.36,2066.3,0.2079,638,40,0,0,0.031166666666666648,-1.0,0.0,0,0,0.023738102283038544,0.35093708330557544,0.7921,1
611,48664.56,4563.71,1192.45,0.2613,621,37,0,0,-3.333333333338517e-05,0.6666666666667425,0.0,0,0,0.0024500566886865643,0.294041495422367,0.7387,0
612,37641.58,7232.52,2135.92,0.2953,765,30,0,0,0.00830000000000003,2.0,0.0,0,0,0.005257851272145321,0.6809235954449552,0.7047,0
613,46127.31,500.0,121.4,0.2428,676,38,0,0,-0.0058666666666667144,2.3333333333333712,0.0,0,0,0.004183333333333314,0.03158215815361907,0.7572,0
614,51439.42,1974.8,549.81,0.2784,562,21,0,0,0.005699999999999983,2.3333333333333712,0.0,0,0,0.007733045971672499,0.12826194382558856,0.7216,0
615,25633.44,14849.18,4463.43,0.3006,635,32,0,0,-0.0038333333333332997,-8.333333333333371,0.0,0,0,0.009685527576980248,2.0895033977072903,0.6994,0
616,44209.88,3030.2,1002.17,0.3307,708,54,0,0,0.020933333333333304,1.6666666666666288,0.0,0,0,0.012778247575904553,0.2720215480507014,0.6693,0
617,71058.28,4405.24,1331.94,0.3024,782,21,0,0,0.0006000000000000449,2.6666666666666288,0.0,0,0,0.0072930522493062444,0.22493198536892273,0.6976,0
618,39294.11,10711.89,3023.73,0.2823,774,33,0,0,-0.005800000000000027,-3.6666666666666288,0.0,0,0,0.0073294686786363585,0.9234147303226622,0.7177,0
619,40768.2,16135.05,2889.84,0.1791,732,32,0,0,-0.004766666666666669,4.666666666666629,0.0,0,0,0.003939860403618376,0.8506159209823493,0.8209,0
620,86848.1,11815.7,2372.01,0.2008,635,33,0,0,-0.006433333333333374,-3.6666666666667425,0.0,0,0,0.005923892301519321,0.3277460300923917,0.7992,0
621,60483.88,12332.29,3122.15,0.2532,664,21,0,0,0.002400000000000041,-0.33333333333337123,0.0,0,0,0.005544166103011138,0.6194344673748905,0.7468,0
622,45673.53,7694.67,2261.99,0.294,746,47,0,0,-0.0036666666666666514,1.6666666666666288,-0.3333333333333333,1,13,0.006062796384507735,0.5943022138395778,0.706,0
623,39845.9,7955.85,726.65,0.0913,630,35,0,0,-0.005399999999999988,-1.6666666666666288,0.0,0,0,0.0026535092069015116,0.21883807361294244,0.9087,0
624,107154.11,3907.87,999.54,0.2558,533,47,0,0,-0.00013333333333331865,-2.6666666666666288,0.0,0,0,0.002279132388529563,0.1119367236465009,0.7442,0
625,66323.3,9638.99,1158.89,0.1202,739,34,0,0,0.001533333333333331,5.6666666666667425,0.0,0,0,0.0022161026851459558,0.20968015761404873,0.8798,0
626,52556.83,1256.47,223.37,0.1778,639,39,0,0,-0.0018333333333333535,-4.666666666666629,0.0,0,0,0.0016726559053725867,0.05100079284439321,0.8222,0
627,26955.22,4594.16,1936.89,0.4216,641,40,0,0,0.037733333333333396,-3.3333333333332575,0.3333333333333333,1,27,0.033106788494875874,0.8622700905298774,0.5784,1
628,46202.62,5346.67,1259.47,0.2356,620,21,0,0,0.0006999999999999784,-12.0,0.0,0,0,0.0024392621835300763,0.32711651408674663,0.7644,0
629,26284.0,11656.56,3621.23,0.3107,721,21,0,0,-0.005866666666666687,0.33333333333337123,0.0,0,0,0.003888765871070167,1.653278039117359,0.6893,0
630,34537.48,8772.54,3977.98,0.4535,779,46,0,0,0.055933333333333335,3.0,0.0,0,0,0.04502738364348721,1.3821436880575617,0.5465,1
631,76546.49,8638.53,3140.77,0.3636,666,31,0,0,0.009066666666666723,5.0,0.0,0,0,0.006447867864651066,0.49237058412595464,0.6364000000000001,0
632,51541.66,10088.88,1258.9,0.1248,681,30,0,0,0.0009666666666666712,1.6666666666666288,0.0,0,0,0.0016981198753654326,0.2930988252315275,0.8752,0
633,71028.39,10513.08,2055.42,0.1955,621,25,0,0,-0.004466666666666647,-7.6666666666667425,0.0,0,0,0.0077617831570959105,0.347256075997681,0.8045,0
634,47471.99,12295.12,3634.2,0.2956,728,49,0,0,-0.0004333333333332856,-4.333333333333371,0.0,0,0,0.010598362032775518,0.9186554005630717,0.7044,0
635,64284.2,13804.11,2980.37,0.2159,660,40,0,0,0.0053666666666666585,6.333333333333371,0.0,0,0,0.005904659177293802,0.5563488383354512,0.7841,0
636,24985.36,11681.55,1334.84,0.1143,636,39,0,0,-0.0032000000000000084,-2.0,0.0,0,0,0.007737086014773247,0.6410986270482721,0.8857,0
637,82186.32,4624.8,1295.3,0.2801,580,38,0,0,0.00040000000000001146,-5.0,0.0,0,0,0.003246964394288566,0.1891263655281132,0.7199,0
638,45560.7,12575.93,2717.05,0.2161,746,63,0,0,-0.015166666666666717,-3.6666666666666288,0.0,0,0,0.008288311716574804,0.7156299177012743,0.7839,0
639,41174.9,500.0,119.0,0.238,704,39,0,0,0.009099999999999997,1.0,0.0,0,0,0.007059705691064211,0.03468132283463528,0.762,0
640,39945.53,3629.96,1014.63,0.2795,746,24,0,0,0.00550000000000006,-3.3333333333332575,0.0,0,0,0.006052983653629923,0.3048040668465871,0.7204999999999999,0
641,59557.13,6284.01,2058.68,0.3276,786,32,0,0,-0.00019999999999997797,0.33333333333337123,0.0,0,0,0.00890516392013331,0.4147976908058267,0.6724,0
642,43019.26,3132.97,765.96,0.2445,779,33,0,0,0.0003999999999999837,0.33333333333337123,0.0,0,0,0.006303570416835193,0.21366057894617604,0.7555000000000001,0
643,70433.39,5151.75,1165.14,0.2262,538,34,0,0,-0.005399999999999988,2.3333333333332575,0.0,1,43,0.009582985500933994,0.1985092581461419,0.7738,0
644,21562.8,10666.92,2573.57,0.2413,622,29,0,0,0.04009999999999997,6.333333333333371,0.0,0,0,0.03493084040087085,1.4322277247302424,0.7587,0
