borrower_id,month,income,credit_limit,balance,utilization,payment_amount,min_due,is_late,days_late,late_streak,credit_score,age
1313,4,36978.11,11453.28,3493.31,0.305,90.05,69.87,0,0,0,714,59
1313,5,36978.11,11453.28,3590.22,0.3135,82.61,71.8,0,0,0,720,59
1313,6,36978.11,11453.28,3907.31,0.3412,161.74,78.15,0,0,0,721,59
1313,7,36978.11,11453.28,4150.92,0.3624,164.84,83.02,0,0,0,723,59
1313,8,36978.11,11453.28,4448.4,0.3884,114.41,88.97,0,0,0,722,59
1313,9,36978.11,11453.28,4777.64,0.4171,215.05,95.55,0,0,0,726,59
1313,10,36978.11,11453.28,5014.41,0.4378,189.54,100.29,0,0,0,728,59
1313,11,36978.11,11453.28,5165.71,0.451,253.66,103.31,0,0,0,727,59
1314,0,54464.49,500.0,69.03,0.1381,2.79,1.38,0,0,0,692,26
1314,1,54464.49,500.0,71.42,0.1428,1.46,1.43,0,0,0,694,26
1314,2,54464.49,500.0,74.1,0.1482,2.06,1.48,0,0,0,689,26
1314,3,54464.49,500.0,78.28,0.1566,3.66,1.57,0,0,0,689,26
1314,4,54464.49,500.0,79.71,0.1594,4.71,1.59,0,0,0,692,26
1314,5,54464.49,500.0,84.86,0.1697,2.71,1.7,0,0,0,686,26
1314,6,54464.49,500.0,89.65,0.1793,5.22,1.79,0,0,0,688,26
1314,7,54464.49,500.0,95.22,0.1904,4.75,1.9,0,0,0,696,26
1314,8,54464.49,500.0,99.62,0.1992,4.53,1.99,0,0,0,700,26
1314,9,54464.49,500.0,103.52,0.207,4.63,2.07,0,0,0,702,26
1314,10,54464.49,500.0,106.47,0.2129,3.09,2.13,0,0,0,703,26
1314,11,54464.49,500.0,112.94,0.2259,1.17,2.26,1,43,1,701,26
1315,0,100834.37,2577.95,665.2,0.258,34.98,13.3,0,0,0,667,42
1315,1,100834.37,2577.95,676.46,0.2624,39.82,13.53,0,0,0,670,42
1315,2,100834.37,2577.95,671.09,0.2603,33.79,13.42,0,0,0,673,42
1315,3,100834.37,2577.95,667.37,0.2589,16.83,13.35,0,0,0,675,42
1315,4,100834.37,2577.95,683.55,0.2652,24.95,13.67,0,0,0,673,42
1315,5,100834.37,2577.95,693.34,0.269,32.46,13.87,0,0,0,676,42
1315,6,100834.37,2577.95,688.58,0.2671,34.53,13.77,0,0,0,678,42
1315,7,100834.37,2577.95,676.17,0.2623,23.57,13.52,0,0,0,675,42
1315,8,100834.37,2577.95,672.79,0.261,29.63,13.46,0,0,0,676,42
1315,9,100834.37,2577.95,692.0,0.2684,21.58,13.84,0,0,0,674,42
1315,10,100834.37,2577.95,695.92,0.27,21.8,13.92,0,0,0,674,42
1315,11,100834.37,2577.95,710.72,0.2757,16.07,14.21,0,0,0,673,42
1316,0,69719.46,15590.86,3536.69,0.2268,122.04,70.73,0,0,0,600,42
1316,1,69719.46,15590.86,3439.1,0.2206,138.18,68.78,0,0,0,599,42
1316,2,69719.46,15590.86,3407.19,0.2185,169.97,68.14,0,0,0,594,42
1316,3,69719.46,15590.86,3429.94,0.22,89.99,68.6,0,0,0,597,42
1316,4,69719.46,15590.86,3421.59,0.2195,118.1,68.43,0,0,0,594,42
1316,5,69719.46,15590.86,3402.71,0.2183,196.64,68.05,0,0,0,597,42
1316,6,69719.46,15590.86,3368.6,0.2161,150.61,67.37,0,0,0,593,42
1316,7,69719.46,15590.86,3438.68,0.2206,169.99,68.77,0,0,0,593,42
1316,8,69719.46,15590.86,3339.22,0.2142,77.28,66.78,0,0,0,591,42
1316,9,69719.46,15590.86,3296.35,0.2114,66.92,65.93,0,0,0,590,42
1316,10,69719.46,15590.86,3315.28,0.2126,138.73,66.31,0,0,0,583,42
1316,11,69719.46,15590.86,3168.09,0.2032,188.45,63.36,0,0,0,583,42
1317,0,54171.45,6353.33,1188.52,0.1871,38.91,23.77,0,0,0,577,46
1317,1,54171.45,6353.33,1238.86,0.195,37.65,24.78,0,0,0,570,46
1317,2,54171.45,6353.33,1278.1,0.2012,63.79,25.56,0,0,0,570,46
1317,3,54171.45,6353.33,1371.12,0.2158,22.95,27.42,1,43,1,566,46
1317,4,54171.45,6353.33,1433.0,0.2256,42.54,28.66,0,0,0,568,46
1317,5,54171.45,6353.33,1489.38,0.2344,62.4,29.79,0,0,0,570,46
1317,6,54171.45,6353.33,1560.27,0.2456,88.67,31.21,0,0,0,573,46
1317,7,54171.45,6353.33,1712.2,0.2695,97.42,34.24,0,0,0,570,46
1317,8,54171.45,6353.33,1797.6,0.2829,48.42,35.95,0,0,0,575,46
1317,9,54171.45,6353.33,1902.91,0.2995,99.83,38.06,0,0,0,569,46
1317,10,54171.45,6353.33,1986.54,0.3127,106.24,39.73,0,0,0,571,46
1317,11,54171.45,6353.33,2058.23,0.324,93.06,41.16,0,0,0,573,46
1318,0,40364.63,7803.4,1935.56,0.248,100.81,38.71,0,0,0,620,25
1318,1,40364.63,7803.4,1946.65,0.2495,57.75,38.93,0,0,0,620,25
1318,2,40364.63,7803.4,1942.77,0.249,79.57,38.86,0,0,0,628,25
1318,3,40364.63,7803.4,1914.87,0.2454,79.52,38.3,0,0,0,629,25
1318,4,40364.63,7803.4,1885.46,0.2416,80.59,37.71,0,0,0,631,25
1318,5,40364.63,7803.4,1905.68,0.2442,93.44,38.11,0,0,0,629,25
1318,6,40364.63,7803.4,1894.89,0.2428,40.4,37.9,0,0,0,633,25
1318,7,40364.63,7803.4,1954.89,0.2505,77.02,39.1,0,0,0,636,25
1318,8,40364.63,7803.4,1966.5,0.252,56.59,39.33,0,0,0,635,25
1318,9,40364.63,7803.4,2028.21,0.2599,50.0,40.56,0,0,0,634,25
1318,10,40364.63,7803.4,2041.9,0.2617,72.9,40.84,0,0,0,633,25
1318,11,40364.63,7803.4,2011.82,0.2578,88.74,40.24,0,0,0,639,25
1319,0,26525.24,9889.82,1687.69,0.1706,62.17,33.75,0,0,0,578,57
1319,1,26525.24,9889.82,1704.92,0.1724,39.47,34.1,0,0,0,582,57
1319,2,26525.24,9889.82,1709.63,0.1729,36.89,34.19,0,0,0,589,57
1319,3,26525.24,9889.82,1661.44,0.168,72.0,33.23,0,0,0,592,57
1319,4,26525.24,9889.82,1634.74,0.1653,45.6,32.69,0,0,0,591,57
1319,5,26525.24,9889.82,1699.7,0.1719,38.05,33.99,0,0,0,590,57
1319,6,26525.24,9889.82,1648.94,0.1667,63.87,32.98,0,0,0,584,57
1319,7,26525.24,9889.82,1691.06,0.171,94.1,33.82,0,0,0,582,57
1319,8,26525.24,9889.82,1658.96,0.1677,41.45,33.18,0,0,0,582,57
1319,9,26525.24,9889.82,1642.94,0.1661,55.11,32.86,0,0,0,581,57
1319,10,26525.24,9889.82,1579.17,0.1597,50.3,31.58,0,0,0,583,57
1319,11,26525.24,9889.82,1552.72,0.157,40.9,31.05,0,0,0,585,57
1320,0,30573.55,6048.31,1763.73,0.2916,75.31,35.27,0,0,0,725,40
1320,1,30573.55,6048.31,1785.15,0.2951,87.5,35.7,0,0,0,723,40
1320,2,30573.55,6048.31,1809.81,0.2992,63.88,36.2,0,0,0,729,40
1320,3,30573.55,6048.31,1767.54,0.2922,104.01,35.35,0,0,0,732,40
1320,4,30573.55,6048.31,1688.76,0.2792,41.48,33.78,0,0,0,732,40
1320,5,30573.55,6048.31,1736.58,0.2871,88.72,34.73,0,0,0,733,40
1320,6,30573.55,6048.31,1720.5,0.2845,39.12,34.41,0,0,0,730,40
1320,7,30573.55,6048.31,1738.91,0.2875,27.69,34.78,1,48,1,717,40
1320,8,30573.55,6048.31,1723.65,0.285,46.13,34.47,0,0,0,721,40
1320,9,30573.55,6048.31,1652.1,0.2732,73.54,33.04,0,0,0,723,40
1320,10,30573.55,6048.31,1644.65,0.2719,46.82,32.89,0,0,0,722,40
1320,11,30573.55,6048.31,1635.97,0.2705,28.66,32.72,1,51,1,715,40
1321,0,42136.89,9361.15,1107.94,0.1184,36.29,22.16,0,0,0,729,23
1321,1,42136.89,9361.15,1129.05,0.1206,36.75,22.58,0,0,0,728,23
1321,2,42136.89,9361.15,1155.96,0.1235,62.93,23.12,0,0,0,731,23
1321,3,42136.89,9361.15,1164.29,0.1244,23.46,23.29,0,0,0,731,23
1321,4,42136.89,9361.15,1200.71,0.1283,52.43,24.01,0,0,0,733,23
1321,5,42136.89,9361.15,1180.84,0.1261,53.98,23.62,0,0,0,737,23
1321,6,42136.89,9361.15,1184.11,0.1265,53.56,23.68,0,0,0,730,23
1321,7,42136.89,9361.15,1209.23,0.1292,42.12,24.18,0,0,0,733,23
1321,8,42136.89,9361.15,1194.96,0.1277,32.73,23.9,0,0,0,733,23
1321,9,42136.89,9361.15,1189.33,0.127,37.24,23.79,0,0,0,736,23
1321,10,42136.89,9361.15,1193.33,0.1275,65.1,23.87,0,0,0,731,23
1321,11,42136.89,9361.15,1158.89,0.1238,40.11,23.18,0,0,0,732,23
1322,0,89218.69,7537.2,2388.8,0.3169,138.26,47.78,0,0,0,595,49
1322,1,89218.69,7537.2,2361.93,0.3134,87.32,47.24,0,0,0,595,49
1322,2,89218.69,7537.2,2347.22,0.3114,55.75,46.94,0,0,0,595,49
1322,3,89218.69,7537.2,2288.96,0.3037,80.33,45.78,0,0,0,596,49
1322,4,89218.69,7537.2,2310.51,0.3065,135.23,46.21,0,0,0,595,49
1322,5,89218.69,7537.2,2264.23,0.3004,124.52,45.28,0,0,0,595,49
1322,6,89218.69,7537.2,2292.28,0.3041,131.38,45.85,0,0,0,598,49
1322,7,89218.69,7537.2,2307.7,0.3062,92.11,46.15,0,0,0,597,49
1322,8,89218.69,7537.2,2291.85,0.3041,48.71,45.84,0,0,0,597,49
1322,9,89218.69,7537.2,2230.13,0.2959,60.77,44.6,0,0,0,594,49
1322,10,89218.69,7537.2,2210.66,0.2933,44.21,44.21,1,50,1,589,49
1322,11,89218.69,7537.2,2199.44,0.2918,128.69,43.99,0,0,0,589,49
1323,0,32968.17,10578.52,3257.09,0.3079,93.92,65.14,0,0,0,655,44
1323,1,32968.17,10578.52,3159.17,0.2986,92.78,63.18,0,0,0,649,44
1323,2,32968.17,10578.52,3158.38,0.2986,177.92,63.17,0,0,0,648,44
1323,3,32968.17,10578.52,3193.92,0.3019,176.8,63.88,0,0,0,651,44
1323,4,32968.17,10578.52,3241.29,0.3064,145.79,64.83,0,0,0,651,44
1323,5,32968.17,10578.52,3283.3,0.3104,88.05,65.67,0,0,0,647,44
1323,6,32968.17,10578.52,3349.08,0.3166,182.26,66.98,0,0,0,650,44
1323,7,32968.17,10578.52,3379.54,0.3195,85.69,67.59,0,0,0,647,44
1323,8,32968.17,10578.52,3473.46,0.3283,79.98,69.47,0,0,0,637,44
1323,9,32968.17,10578.52,3547.84,0.3354,74.82,70.96,0,0,0,635,44
1323,10,32968.17,10578.52,3586.45,0.339,179.4,71.73,0,0,0,630,44
1323,11,32968.17,10578.52,3592.14,0.3396,151.73,71.84,0,0,0,629,44
1324,0,41830.31,9814.25,2417.05,0.2463,92.86,48.34,0,0,0,702,48
1324,1,41830.31,9814.25,2314.76,0.2359,84.22,46.3,0,0,0,704,48
1324,2,41830.31,9814.25,2317.84,0.2362,115.5,46.36,0,0,0,701,48
1324,3,41830.31,9814.25,2283.25,0.2326,91.43,45.66,0,0,0,703,48
1324,4,41830.31,9814.25,2301.62,0.2345,96.7,46.03,0,0,0,704,48
1324,5,41830.31,9814.25,2349.65,0.2394,53.61,46.99,0,0,0,702,48
1324,6,41830.31,9814.25,2325.43,0.2369,119.59,46.51,0,0,0,700,48
1324,7,41830.31,9814.25,2351.01,0.2396,137.98,47.02,0,0,0,702,48
1324,8,41830.31,9814.25,2347.61,0.2392,116.92,46.95,0,0,0,706,48
1324,9,41830.31,9814.25,2340.72,0.2385,82.83,46.81,0,0,0,708,48
1324,10,41830.31,9814.25,2416.48,0.2462,66.46,48.33,0,0,0,706,48
1324,11,41830.31,9814.25,2472.43,0.2519,83.5,49.45,0,0,0,708,48
1325,0,69459.09,5728.69,1236.87,0.2159,43.08,24.74,0,0,0,654,28
1325,1,69459.09,5728.69,1223.03,0.2135,61.95,24.46,0,0,0,656,28
1325,2,69459.09,5728.69,1235.22,0.2156,27.01,24.7,0,0,0,662,28
1325,3,69459.09,5728.69,1178.77,0.2058,31.48,23.58,0,0,0,666,28
1325,4,69459.09,5728.69,1164.23,0.2032,31.26,23.28,0,0,0,663,28
1325,5,69459.09,5728.69,1151.41,0.201,28.0,23.03,0,0,0,660,28
1325,6,69459.09,5728.69,1166.39,0.2036,60.5,23.33,0,0,0,660,28
1325,7,69459.09,5728.69,1165.54,0.2035,49.81,23.31,0,0,0,662,28
1325,8,69459.09,5728.69,1184.79,0.2068,60.52,23.7,0,0,0,661,28
1325,9,69459.09,5728.69,1178.39,0.2057,43.83,23.57,0,0,0,662,28
1325,10,69459.09,5728.69,1165.05,0.2034,58.28,23.3,0,0,0,667,28
1325,11,69459.09,5728.69,1174.53,0.205,46.96,23.49,0,0,0,674,28
1326,0,99157.42,11559.45,2163.67,0.1872,127.86,43.27,0,0,0,597,46
1326,1,99157.42,11559.45,2177.87,0.1884,115.35,43.56,0,0,0,600,46
1326,2,99157.42,11559.45,2210.94,0.1913,100.58,44.22,0,0,0,600,46
1326,3,99157.42,11559.45,2113.38,0.1828,91.81,42.27,0,0,0,603,46
1326,4,99157.42,11559.45,2124.75,0.1838,101.32,42.49,0,0,0,600,46
1326,5,99157.42,11559.45,2107.17,0.1823,64.89,42.14,0,0,0,599,46
1326,6,99157.42,11559.45,2059.82,0.1782,63.39,41.2,0,0,0,595,46
1326,7,99157.42,11559.45,2074.79,0.1795,55.45,41.5,0,0,0,602,46
1326,8,99157.42,11559.45,2053.03,0.1776,56.89,41.06,0,0,0,602,46
1326,9,99157.42,11559.45,1990.82,0.1722,79.88,39.82,0,0,0,602,46
1326,10,99157.42,11559.45,2000.85,0.1731,43.67,40.02,0,0,0,604,46
1326,11,99157.42,11559.45,1983.68,0.1716,83.81,39.67,0,0,0,602,46
1327,0,57697.84,10120.74,3488.28,0.3447,114.9,69.77,0,0,0,671,33
1327,1,57697.84,10120.74,3501.79,0.346,72.88,70.04,0,0,0,672,33
1327,2,57697.84,10120.74,3447.36,0.3406,164.06,68.95,0,0,0,672,33
1327,3,57697.84,10120.74,3462.52,0.3421,164.76,69.25,0,0,0,670,33
1327,4,57697.84,10120.74,3458.1,0.3417,172.4,69.16,0,0,0,672,33
1327,5,57697.84,10120.74,3493.99,0.3452,113.47,69.88,0,0,0,674,33
1327,6,57697.84,10120.74,3517.48,0.3476,195.86,70.35,0,0,0,677,33
1327,7,57697.84,10120.74,3411.98,0.3371,122.71,68.24,0,0,0,677,33
1327,8,57697.84,10120.74,3401.88,0.3361,90.3,68.04,0,0,0,678,33
1327,9,57697.84,10120.74,3377.92,0.3338,112.56,67.56,0,0,0,678,33
1327,10,57697.84,10120.74,3400.82,0.336,131.11,68.02,0,0,0,673,33
1327,11,57697.84,10120.74,3477.37,0.3436,90.01,69.55,0,0,0,676,33
1328,0,70000.9,9393.92,2841.94,0.3025,166.64,56.84,0,0,0,654,21
1328,1,70000.9,9393.92,2786.36,0.2966,123.86,55.73,0,0,0,658,21
1328,2,70000.9,9393.92,2785.9,0.2966,100.93,55.72,0,0,0,663,21
1328,3,70000.9,9393.92,2788.35,0.2968,130.51,55.77,0,0,0,663,21
1328,4,70000.9,9393.92,2826.93,0.3009,43.27,56.54,1,11,1,650,21
1328,5,70000.9,9393.92,2842.61,0.3026,60.85,56.85,0,0,0,652,21
1328,6,70000.9,9393.92,2813.83,0.2995,54.07,56.28,1,46,1,644,21
1328,7,70000.9,9393.92,2861.64,0.3046,77.92,57.23,0,0,0,643,21
1328,8,70000.9,9393.92,2907.8,0.3095,91.41,58.16,0,0,0,647,21
1328,9,70000.9,9393.92,2873.16,0.3059,124.61,57.46,0,0,0,646,21
1328,10,70000.9,9393.92,2902.98,0.309,159.31,58.06,0,0,0,648,21
1328,11,70000.9,9393.92,2893.38,0.308,146.78,57.87,0,0,0,647,21
1329,0,43582.11,6839.92,719.77,0.1052,16.03,14.4,0,0,0,711,43
1329,1,43582.11,6839.92,713.66,0.1043,34.05,14.27,0,0,0,707,43
1329,2,43582.11,6839.92,704.84,0.103,23.2,14.1,0,0,0,707,43
1329,3,43582.11,6839.92,696.05,0.1018,18.53,13.92,0,0,0,710,43
1329,4,43582.11,6839.92,684.63,0.1001,33.46,13.69,0,0,0,716,43
1329,5,43582.11,6839.92,688.78,0.1007,32.81,13.78,0,0,0,715,43
1329,6,43582.11,6839.92,689.87,0.1009,12.97,13.8,1,54,1,712,43
1329,7,43582.11,6839.92,692.27,0.1012,16.33,13.85,0,0,0,712,43
1329,8,43582.11,6839.92,688.31,0.1006,20.67,13.77,0,0,0,714,43
1329,9,43582.11,6839.92,652.41,0.0954,29.94,13.05,0,0,0,713,43
1329,10,43582.11,6839.92,656.04,0.0959,24.57,13.12,0,0,0,713,43
1329,11,43582.11,6839.92,627.41,0.0917,30.19,12.55,0,0,0,716,43
1330,0,44206.69,18403.25,4821.11,0.262,238.53,96.42,0,0,0,665,31
1330,1,44206.69,18403.25,4763.44,0.2588,265.82,95.27,0,0,0,664,31
1330,2,44206.69,18403.25,4816.91,0.2617,207.88,96.34,0,0,0,661,31
1330,3,44206.69,18403.25,5035.48,0.2736,159.31,100.71,0,0,0,659,31
1330,4,44206.69,18403.25,5042.08,0.274,260.82,100.84,0,0,0,656,31
1330,5,44206.69,18403.25,5052.33,0.2745,152.71,101.05,0,0,0,654,31
1330,6,44206.69,18403.25,4931.66,0.268,194.82,98.63,0,0,0,654,31
1330,7,44206.69,18403.25,4821.58,0.262,173.51,96.43,0,0,0,657,31
1330,8,44206.69,18403.25,4766.5,0.259,249.02,95.33,0,0,0,657,31
1330,9,44206.69,18403.25,4765.01,0.2589,235.39,95.3,0,0,0,656,31
1330,10,44206.69,18403.25,4645.07,0.2524,194.69,92.9,0,0,0,663,31
1330,11,44206.69,18403.25,4648.29,0.2526,120.79,92.97,0,0,0,665,31
1331,0,29783.25,7010.7,1841.43,0.2627,73.12,36.83,0,0,0,672,21
1331,1,29783.25,7010.7,1796.26,0.2562,42.29,35.93,0,0,0,674,21
1331,2,29783.25,7010.7,1785.9,0.2547,39.93,35.72,0,0,0,676,21
1331,3,29783.25,7010.7,1832.29,0.2614,104.69,36.65,0,0,0,678,21
1331,4,29783.25,7010.7,1915.55,0.2732,94.42,38.31,0,0,0,683,21
1331,5,29783.25,7010.7,1895.44,0.2704,55.29,37.91,0,0,0,684,21
1331,6,29783.25,7010.7,1884.8,0.2688,68.51,37.7,0,0,0,683,21
1331,7,29783.25,7010.7,1900.44,0.2711,86.65,38.01,0,0,0,684,21
1331,8,29783.25,7010.7,1864.89,0.266,38.94,37.3,0,0,0,684,21
1331,9,29783.25,7010.7,1892.3,0.2699,38.69,37.85,0,0,0,687,21
1331,10,29783.25,7010.7,1899.37,0.2709,50.75,37.99,0,0,0,697,21
1331,11,29783.25,7010.7,1935.15,0.276,104.55,38.7,0,0,0,695,21
1332,0,63960.78,6836.24,976.81,0.1429,42.76,19.54,0,0,0,638,45
1332,1,63960.78,6836.24,977.31,0.143,52.2,19.55,0,0,0,634,45
1332,2,63960.78,6836.24,989.04,0.1447,49.22,19.78,0,0,0,638,45
1332,3,63960.78,6836.24,980.25,0.1434,57.46,19.6,0,0,0,639,45
1332,4,63960.78,6836.24,982.53,0.1437,40.93,19.65,0,0,0,638,45
1332,5,63960.78,6836.24,953.15,0.1394,11.19,19.06,1,51,1,632,45
1332,6,63960.78,6836.24,937.25,0.1371,37.04,18.75,0,0,0,637,45
1332,7,63960.78,6836.24,916.71,0.1341,51.04,18.33,0,0,0,638,45
1332,8,63960.78,6836.24,917.18,0.1342,13.98,18.34,1,32,1,630,45
1332,9,63960.78,6836.24,894.66,0.1309,28.59,17.89,0,0,0,632,45
1332,10,63960.78,6836.24,900.82,0.1318,43.16,18.02,0,0,0,635,45
1332,11,63960.78,6836.24,887.35,0.1298,36.96,17.75,0,0,0,642,45
1333,0,92992.71,10166.06,1052.45,0.1035,39.56,21.05,0,0,0,681,27
1333,1,92992.71,10166.06,1095.25,0.1077,24.2,21.91,0,0,0,681,27
1333,2,92992.71,10166.06,1096.81,0.1079,56.11,21.94,0,0,0,683,27
1333,3,92992.71,10166.06,1113.3,0.1095,58.19,22.27,0,0,0,682,27
1333,4,92992.71,10166.06,1130.82,0.1112,65.1,22.62,0,0,0,683,27
1333,5,92992.71,10166.06,1132.36,0.1114,39.62,22.65,0,0,0,681,27
1333,6,92992.71,10166.06,1134.25,0.1116,57.58,22.68,0,0,0,680,27
1333,7,92992.71,10166.06,1157.39,0.1138,28.51,23.15,0,0,0,681,27
1333,8,92992.71,10166.06,1142.11,0.1123,40.52,22.84,0,0,0,683,27
1333,9,92992.71,10166.06,1131.07,0.1113,23.57,22.62,0,0,0,683,27
1333,10,92992.71,10166.06,1113.95,0.1096,46.36,22.28,0,0,0,680,27
1333,11,92992.71,10166.06,1108.88,0.1091,62.26,22.18,0,0,0,679,27
1334,0,27788.02,6336.73,2154.26,0.34,80.05,43.09,0,0,0,736,58
1334,1,27788.02,6336.73,2204.75,0.3479,95.48,44.09,0,0,0,741,58
1334,2,27788.02,6336.73,2270.0,0.3582,58.86,45.4,0,0,0,740,58
1334,3,27788.02,6336.73,2228.3,0.3516,70.42,44.57,0,0,0,740,58
1334,4,27788.02,6336.73,2303.04,0.3634,68.6,46.06,0,0,0,740,58
1334,5,27788.02,6336.73,2283.76,0.3604,55.03,45.68,0,0,0,740,58
1334,6,27788.02,6336.73,2327.89,0.3674,78.15,46.56,0,0,0,737,58
1334,7,27788.02,6336.73,2253.08,0.3556,92.66,45.06,0,0,0,740,58
1334,8,27788.02,6336.73,2223.93,0.351,131.15,44.48,0,0,0,742,58
1334,9,27788.02,6336.73,2270.84,0.3584,86.28,45.42,0,0,0,745,58
1334,10,27788.02,6336.73,2298.81,0.3628,61.01,45.98,0,0,0,747,58
1334,11,27788.02,6336.73,2348.91,0.3707,99.24,46.98,0,0,0,743,58
1335,0,47030.97,2209.78,705.9,0.3194,23.61,14.12,0,0,0,740,51
1335,1,47030.97,2209.78,748.5,0.3387,11.0,14.97,1,48,1,733,51
1335,2,47030.97,2209.78,782.13,0.3539,17.91,15.64,0,0,0,739,51
1335,3,47030.97,2209.78,841.44,0.3808,44.57,16.83,0,0,0,741,51
1335,4,47030.97,2209.78,908.18,0.411,31.02,18.16,0,0,0,739,51
1335,5,47030.97,2209.78,952.61,0.4311,39.36,19.05,0,0,0,743,51
1335,6,47030.97,2209.78,1030.32,0.4663,56.13,20.61,0,0,0,742,51
1335,7,47030.97,2209.78,1141.58,0.5166,47.07,22.83,0,0,0,745,51
1335,8,47030.97,2209.78,1219.63,0.5519,58.27,24.39,0,0,0,745,51
1335,9,47030.97,2209.78,1331.7,0.6026,51.85,26.63,0,0,0,748,51
1335,10,47030.97,2209.78,1415.2,0.6404,40.68,28.3,0,0,0,749,51
1335,11,47030.97,2209.78,1533.97,0.6942,84.06,30.68,0,0,0,750,51
1336,0,68413.17,4892.7,1545.97,0.316,62.83,30.92,0,0,0,765,31
1336,1,68413.17,4892.7,1553.09,0.3174,68.7,31.06,0,0,0,763,31
1336,2,68413.17,4892.7,1527.5,0.3122,70.79,30.55,0,0,0,763,31
1336,3,68413.17,4892.7,1552.28,0.3173,91.48,31.05,0,0,0,765,31
1336,4,68413.17,4892.7,1533.82,0.3135,46.83,30.68,0,0,0,770,31
1336,5,68413.17,4892.7,1562.44,0.3193,67.01,31.25,0,0,0,772,31
1336,6,68413.17,4892.7,1584.72,0.3239,62.78,31.69,0,0,0,773,31
1336,7,68413.17,4892.7,1585.79,0.3241,78.08,31.72,0,0,0,773,31
1336,8,68413.17,4892.7,1571.73,0.3212,86.06,31.43,0,0,0,777,31
1336,9,68413.17,4892.7,1550.95,0.317,61.02,31.02,0,0,0,775,31
1336,10,68413.17,4892.7,1519.05,0.3105,29.61,30.38,1,51,1,771,31
1336,11,68413.17,4892.7,1529.11,0.3125,83.56,30.58,0,0,0,771,31
1337,0,20026.81,7643.89,2179.08,0.2851,62.23,43.58,0,0,0,675,34
1337,1,20026.81,7643.89,2237.91,0.2928,64.33,44.76,0,0,0,672,34
1337,2,20026.81,7643.89,2240.7,0.2931,73.27,44.81,0,0,0,672,34
1337,3,20026.81,7643.89,2107.52,0.2757,114.44,42.15,0,0,0,670,34
1337,4,20026.81,7643.89,2130.56,0.2787,60.7,42.61,0,0,0,666,34
1337,5,20026.81,7643.89,2081.65,0.2723,116.59,41.63,0,0,0,667,34
1337,6,20026.81,7643.89,2075.98,0.2716,110.2,41.52,0,0,0,671,34
1337,7,20026.81,7643.89,2017.62,0.264,57.0,40.35,0,0,0,672,34
1337,8,20026.81,7643.89,1977.19,0.2587,66.39,39.54,0,0,0,677,34
1337,9,20026.81,7643.89,1989.38,0.2603,54.43,39.79,0,0,0,677,34
1337,10,20026.81,7643.89,2016.1,0.2638,45.53,40.32,0,0,0,677,34
1337,11,20026.81,7643.89,1946.28,0.2546,95.22,38.93,0,0,0,681,34
1338,0,70423.9,13542.04,3831.16,0.2829,168.63,76.62,0,0,0,634,38
1338,1,70423.9,13542.04,3812.43,0.2815,181.2,76.25,0,0,0,636,38
1338,2,70423.9,13542.04,3817.48,0.2819,76.63,76.35,0,0,0,635,38
1338,3,70423.9,13542.04,3884.9,0.2869,163.65,77.7,0,0,0,642,38
1338,4,70423.9,13542.04,3816.58,0.2818,221.3,76.33,0,0,0,640,38
1338,5,70423.9,13542.04,3862.02,0.2852,120.3,77.24,0,0,0,639,38
1338,6,70423.9,13542.04,3787.69,0.2797,171.0,75.75,0,0,0,634,38
1338,7,70423.9,13542.04,3755.0,0.2773,149.57,75.1,0,0,0,637,38
1338,8,70423.9,13542.04,3595.17,0.2655,200.0,71.9,0,0,0,635,38
1338,9,70423.9,13542.04,3599.05,0.2658,178.56,71.98,0,0,0,639,38
1338,10,70423.9,13542.04,3563.19,0.2631,90.38,71.26,0,0,0,637,38
1338,11,70423.9,13542.04,3472.84,0.2564,163.34,69.46,0,0,0,637,38
1339,0,47583.43,12470.62,1725.87,0.1384,51.69,34.52,0,0,0,768,50
1339,1,47583.43,12470.62,1686.48,0.1352,50.66,33.73,0,0,0,773,50
1339,2,47583.43,12470.62,1687.59,0.1353,43.24,33.75,0,0,0,774,50
1339,3,47583.43,12470.62,1619.98,0.1299,80.48,32.4,0,0,0,773,50
1339,4,47583.43,12470.62,1618.35,0.1298,59.5,32.37,0,0,0,773,50
1339,5,47583.43,12470.62,1584.58,0.1271,88.58,31.69,0,0,0,778,50
1339,6,47583.43,12470.62,1607.58,0.1289,78.6,32.15,0,0,0,779,50
1339,7,47583.43,12470.62,1607.66,0.1289,36.61,32.15,0,0,0,780,50
1339,8,47583.43,12470.62,1584.84,0.1271,78.86,31.7,0,0,0,782,50
1339,9,47583.43,12470.62,1633.13,0.131,61.62,32.66,0,0,0,786,50
1339,10,47583.43,12470.62,1594.45,0.1279,88.25,31.89,0,0,0,786,50
1339,11,47583.43,12470.62,1586.74,0.1272,49.48,31.73,0,0,0,794,50
1340,0,34649.98,4509.79,675.23,0.1497,17.55,13.5,0,0,0,665,55
1340,1,34649.98,4509.79,678.48,0.1504,14.64,13.57,0,0,0,664,55
1340,2,34649.98,4509.79,684.03,0.1517,32.0,13.68,0,0,0,669,55
1340,3,34649.98,4509.79,692.33,0.1535,15.97,13.85,0,0,0,671,55
1340,4,34649.98,4509.79,676.96,0.1501,19.21,13.54,0,0,0,670,55
1340,5,34649.98,4509.79,665.08,0.1475,35.02,13.3,0,0,0,672,55
1340,6,34649.98,4509.79,672.0,0.149,38.93,13.44,0,0,0,676,55
